plot,stem_id,base_stem_id,species_code,species_binomial,dbh_cm,pom,height_m,gps_number,dec_latitude,dec_longitude,standing_fallen,rtd,upsvq,death_cause,condition,notes_stem,notes_base,subplot_10m,alive_dead,year_survey,name_check
5,5_54,5_54,JP,Julbernardia paniculata,6,1.3,4.8,34,-14.96634803,14.74250897,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
5,5_55,5_55,JP,Julbernardia paniculata,21.1,1.2,10.6,36,-14.96631802,14.74252297,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
5,5_56,5_56,JP,Julbernardia paniculata,14,1.2,10.4,37,-14.96630201,14.74253101,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
5,5_57,5_57,JP,Julbernardia paniculata,14,1.3,10.2,38,-14.96632104,14.74256203,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
5,5_58,5_57,JP,Julbernardia paniculata,10.7,1.3,10.2,38,-14.96632104,14.74256203,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
5,5_59,5_59,HA,Hymenocardia acida,7.6,1.3,4.2,39,-14.96630302,14.742572,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
5,5_60,5_59,HA,Hymenocardia acida,4.2,1.3,4.2,39,-14.96630302,14.742572,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
5,5_61,5_61,Mungongo,Schinziophyton rautanenii,36.5,1.3,12.4,40,-14.96619799,14.74252598,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
5,5_62,5_61,Mungongo,Schinziophyton rautanenii,47.6,1.3,12.4,40,-14.96619799,14.74252598,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
6,6_1,6_1,CC,Combretum collinum,8.7,1.3,7.6,41,-14.96527296,14.74419901,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_2,6_2,DC,Diplorhynchus condylocarpon,8.7,1.3,5.4,42,-14.96523801,14.74421402,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_3,6_3,JP,Julbernardia paniculata,13,1.3,9.6,43,-14.96525503,14.74417403,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_4,6_3,JP,Julbernardia paniculata,16.1,1.3,9.6,43,-14.96525503,14.74417403,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_5,6_5,JP,Julbernardia paniculata,8.2,1.3,4.2,44,-14.96523801,14.74415601,S,D,NA,NA,NA,P2181,NA,FALSE,D,2019,FALSE
6,6_6,6_5,JP,Julbernardia paniculata,10.6,1.3,8.8,44,-14.96523801,14.74415601,S,NA,NA,NA,NA,P2182,NA,FALSE,A,2019,FALSE
6,6_7,6_5,JP,Julbernardia paniculata,6.3,1.3,8.8,44,-14.96523801,14.74415601,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_8,6_8,JP,Julbernardia paniculata,27,1.3,14,45,-14.965351,14.74416297,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_9,6_9,SC,Strychnos cocculoides,20,1.3,8.6,46,-14.96530498,14.74412802,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_10,6_10,CC,Combretum collinum,8.1,1.3,5.4,47,-14.96529602,14.74413497,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_11,6_11,JP,Julbernardia paniculata,5.5,1.3,1.5,48,-14.96531898,14.74409902,S,D,NA,NA,NA,"P2183, Leaning",NA,FALSE,D,2019,FALSE
6,6_12,6_12,SC,Strychnos cocculoides,8.5,1.3,5.8,49,-14.96530901,14.74407898,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_13,6_12,SC,Strychnos cocculoides,8,1.2,5.8,49,-14.96530901,14.74407898,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_14,6_14,CP,Combretum psidioides,5,1.3,2.6,50,-14.96527296,14.74407697,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_15,6_15,SC,Strychnos cocculoides,11,1.3,5,51,-14.96525402,14.74408401,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_16,6_15,SC,Strychnos cocculoides,18,1.3,4,51,-14.96525402,14.74408401,S,D,NA,NA,NA,NA,P2184,FALSE,D,2019,FALSE
6,6_17,6_17,CP,Combretum psidioides,7.5,1.3,3.2,52,-14.96527296,14.74405602,S,R,NA,NA,NA,NA,P2186,FALSE,A,2019,FALSE
6,6_18,6_18,JP,Julbernardia paniculata,19.9,1.3,12,53,-14.96526098,14.744096,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_19,6_19,PtA,Pterocarpus angolensis,5,1.3,4.6,54,-14.965251,14.74409801,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_20,6_20,JP,Julbernardia paniculata,21.2,1.3,11,55,-14.96521697,14.74400799,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_21,6_21,CP,Combretum psidioides,9.6,1.3,6.8,56,-14.96522502,14.74401402,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_22,6_21,CP,Combretum psidioides,5.4,1.3,6.8,56,-14.96522502,14.74401402,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_23,6_23,PtL,Pterocarpus lucens,6.5,1.3,3.6,57,-14.96517004,14.744068,S,R,NA,NA,NA,NA,P2187,FALSE,A,2019,FALSE
6,6_24,6_24,CP,Combretum psidioides,12,1.3,7.2,58,-14.96517104,14.74406901,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_25,6_25,PtA,Pterocarpus angolensis,10.8,1.3,8,59,-14.96514103,14.74409298,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_26,6_26,CC,Combretum collinum,7.5,1.3,6.2,60,-14.96513098,14.74407999,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_27,6_27,CC,Combretum collinum,11.1,1.3,6.4,61,-14.96512,14.74406004,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_28,6_28,CH,Combretum hereroense,6,1.3,6.4,62,-14.96516098,14.74406197,S,NA,NA,NA,NA,NA,"Green pods, is this CH?, P2188",FALSE,A,2019,FALSE
6,6_29,6_28,CH,Combretum hereroense,6.5,1.3,6.4,62,-14.96516098,14.74406197,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_30,6_28,CH,Combretum hereroense,8.5,1.3,6.4,62,-14.96516098,14.74406197,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_31,6_31,PtA,Pterocarpus angolensis,10.5,1.3,8.2,63,-14.96515503,14.74401302,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_32,6_31,PtA,Pterocarpus angolensis,14.2,1.3,8.2,63,-14.96515503,14.74401302,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_33,6_33,?,NA,4.7,1.3,2.6,64,-14.96515503,14.74401796,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,NA
6,6_34,6_34,CC,Combretum collinum,5.1,1.3,4,66,-14.96510499,14.744039,S,NA,NA,NA,NA,P2189,NA,FALSE,A,2019,FALSE
6,6_35,6_35,PtA,Pterocarpus angolensis,11.5,1.3,7.6,67,-14.96508898,14.74405099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_36,6_36,CP,Combretum psidioides,6.3,1.3,4.6,68,-14.96505403,14.74401101,S,R,NA,NA,NA,NA,P2190,FALSE,A,2019,FALSE
6,6_37,6_37,CP,Combretum psidioides,7,1.3,2.6,69,-14.96505403,14.74404202,S,R,P,NA,NA,NA,P2191,FALSE,A,2019,FALSE
6,6_38,6_38,JP,Julbernardia paniculata,38.2,1.3,14.8,70,-14.96504699,14.74404604,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_39,6_39,CP,Combretum psidioides,8.4,1.3,4.6,72,-14.96502796,14.74404898,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_40,6_40,BM,Baphia massaiensis,6.3,1.3,2.8,73,-14.96505504,14.74407303,S,R,NA,NA,NA,P2192,NA,FALSE,A,2019,FALSE
6,6_41,6_41,SC,Strychnos cocculoides,8.5,1.3,4.6,74,-14.96505504,14.74410798,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_42,6_41,SC,Strychnos cocculoides,4.2,1.3,4,74,-14.96505504,14.74410798,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_43,6_43,CP,Combretum psidioides,6.2,1.3,4.3,75,-14.96505604,14.74414,S,NA,NA,NA,NA,P2193,NA,FALSE,A,2019,FALSE
6,6_44,6_44,CC,Combretum collinum,5.3,1.3,1.8,76,-14.965049,14.744111,S,R,P,NA,NA,NA,P2194,FALSE,A,2019,FALSE
6,6_45,6_45,CP,Combretum psidioides,5.9,1.3,4.8,77,-14.96498798,14.74408804,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_46,6_46,CP,Combretum psidioides,8.7,1.3,8.2,78,-14.96500902,14.74407404,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_47,6_47,PtA,Pterocarpus angolensis,9.8,1.3,8.2,79,-14.96502503,14.74404998,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_48,6_48,CC,Combretum collinum,7.8,1.3,1.8,80,-14.965006,14.74403003,S,NA,P,NA,NA,P2195,NA,FALSE,A,2019,FALSE
6,6_49,6_49,CC,Combretum collinum,5.5,1.3,3.4,81,-14.96503601,14.74397496,S,R,NA,NA,NA,P2196,NA,FALSE,A,2019,FALSE
6,6_50,6_50,DC,Diplorhynchus condylocarpon,20,1.3,6.2,82,-14.96497197,14.74396097,S,D,NA,NA,NA,NA,P2197,FALSE,D,2019,FALSE
6,6_51,6_51,CC,Combretum collinum,5.6,1.3,1.3,83,-14.964949,14.74394596,S,R,P,NA,NA,P2198,NA,FALSE,A,2019,FALSE
6,6_52,6_52,JP,Julbernardia paniculata,36.5,1.3,15.6,84,-14.96492998,14.743939,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_53,6_53,CC,Combretum collinum,8.5,1.3,6.6,85,-14.96492696,14.74393398,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_54,6_54,JP,Julbernardia paniculata,14,1.3,8.8,86,-14.96491003,14.74391897,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_55,6_55,CC,Combretum collinum,5.5,1.3,1.6,87,-14.96493601,14.743967,S,R,NA,NA,NA,NA,Leaning,FALSE,A,2019,FALSE
6,6_56,6_56,CH,Combretum hereroense,9.3,1.2,7.6,88,-14.96493903,14.74398804,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_57,6_56,CH,Combretum hereroense,8,1.3,7.6,88,-14.96493903,14.74398804,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_58,6_58,CH,Combretum hereroense,7,1.3,6.8,89,-14.96494599,14.74398997,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_59,6_59,CC,Combretum collinum,8.5,1.1,7.2,90,-14.96492604,14.74398896,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_60,6_60,BM,Baphia massaiensis,5.9,1.3,6.4,91,-14.96492201,14.74399399,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_61,6_61,CC,Combretum collinum,9,1.3,7.6,92,-14.96492101,14.743996,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_62,6_62,CC,Combretum collinum,7.2,1.3,6.8,93,-14.96491397,14.74403498,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_63,6_63,CC,Combretum collinum,7.3,1.3,5.4,94,-14.96491598,14.74403104,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_64,6_64,CP,Combretum psidioides,4.7,1.3,4.2,95,-14.96497197,14.74404797,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_65,6_65,?,NA,4.9,1.4,2.2,96,-14.96499703,14.74403104,S,D,NA,NA,NA,NA,"On termite mound, P2199",FALSE,D,2019,NA
6,6_66,6_66,CC,Combretum collinum,5.7,1.3,4.6,97,-14.96492696,14.74406096,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_67,6_67,DC,Diplorhynchus condylocarpon,4.2,1.3,2,98,-14.96493601,14.74406498,S,R,NA,F,NA,P2200,NA,FALSE,A,2019,FALSE
6,6_68,6_67,DC,Diplorhynchus condylocarpon,4.5,1.3,2.2,98,-14.96493601,14.74406498,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_69,6_69,CP,Combretum psidioides,5.1,1.3,3.4,99,-14.96498303,14.74408602,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_70,6_70,JP,Julbernardia paniculata,19,1.3,9.2,100,-14.964977,14.74407697,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_71,6_71,CH,Combretum hereroense,6.1,1.3,4,101,-14.96494599,14.74407597,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_72,6_72,DC,Diplorhynchus condylocarpon,6.2,1.3,4,102,-14.96492,14.74407597,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_73,6_72,DC,Diplorhynchus condylocarpon,26,1.3,8,102,-14.96492,14.74407597,S,NA,NA,NA,NA,P2201,NA,FALSE,A,2019,FALSE
6,6_74,6_72,DC,Diplorhynchus condylocarpon,8.8,1.3,8,102,-14.96492,14.74407597,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
6,6_75,6_75,CH,Combretum hereroense,6.8,1.3,6.6,103,-14.96507297,14.74411,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
6,6_76,6_76,CH,Combretum hereroense,8.9,1.3,6.8,104,-14.965107,14.74410103,S,NA,NA,NA,NA,NA,P2204,TRUE,A,2019,FALSE
6,6_77,6_76,CH,Combretum hereroense,5.2,1.3,2.2,104,-14.965107,14.74410103,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
6,6_78,6_78,PtA,Pterocarpus angolensis,12.5,1.3,7.6,105,-14.96510801,14.74408996,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
6,6_79,6_79,XA,Ximenia americana,5,1.3,1.8,107,-14.96510901,14.74405803,S,D,NA,NA,NA,NA,P2205,TRUE,D,2019,FALSE
6,6_80,6_80,CC,Combretum collinum,6.4,1.3,6.4,106,-14.96514296,14.74413003,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
6,6_81,6_80,CC,Combretum collinum,5.8,1.3,6.4,106,-14.96514296,14.74413003,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
6,6_82,6_82,CH,Combretum hereroense,7.5,1.3,6.4,108,-14.96517397,14.744096,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
6,6_83,6_82,CH,Combretum hereroense,4.9,1.3,6.4,108,-14.96517397,14.744096,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
6,6_84,6_84,JP,Julbernardia paniculata,40.3,1.3,15.6,108,-14.96517397,14.744096,S,NA,NA,NA,NA,NA,NA,TRUE,A,2019,FALSE
7,7_1,7_1,Bridelia mollis,Bridelia mollis,6.9,1.2,2.2,109,-14.94652801,14.724308,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_2,7_1,Bridelia mollis,Bridelia mollis,4.1,1.4,2.2,109,-14.94652801,14.724308,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_3,7_1,Bridelia mollis,Bridelia mollis,5.8,1.3,2.2,109,-14.94652801,14.724308,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_4,7_4,TB,Terminalia brachystemma,5.2,1.3,3.2,110,-14.94647998,14.72429702,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_5,7_5,CC,Combretum collinum,6.2,1.3,4.2,111,-14.94649499,14.72434103,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_6,7_5,CC,Combretum collinum,5,1.3,4.2,111,-14.94649499,14.72434103,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_7,7_7,JP,Julbernardia paniculata,10.1,1.3,7.4,112,-14.94651502,14.72437003,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_8,7_8,PA,Pericopsis angolensis,4.6,1.3,2.4,113,-14.94650798,14.72437598,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_9,7_9,PA,Pericopsis angolensis,5.2,1.3,3.8,114,-14.94652198,14.72434497,S,NA,NA,NA,NA,NA,"Coppiced  and cut by humans, P2225",FALSE,A,2019,FALSE
7,7_10,7_9,PA,Pericopsis angolensis,4.5,1.3,3.8,114,-14.94652198,14.72434497,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_11,7_9,PA,Pericopsis angolensis,5,1.4,3.8,114,-14.94652198,14.72434497,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_12,7_9,PA,Pericopsis angolensis,5,1.3,3.8,114,-14.94652198,14.72434497,S,NA,NA,NA,NA,P2226,NA,FALSE,A,2019,FALSE
7,7_13,7_9,PA,Pericopsis angolensis,5,1.3,3.8,114,-14.94652198,14.72434497,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_14,7_14,JP,Julbernardia paniculata,13.4,1.3,8.4,115,-14.946526,14.72431202,S,NA,NA,NA,NA,P2227,NA,FALSE,A,2019,FALSE
7,7_15,7_15,CC,Combretum collinum,4.4,1.3,3.4,116,-14.94654503,14.72428302,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_16,7_15,CC,Combretum collinum,4.2,1.3,3.4,116,-14.94654503,14.72428302,S,NA,NA,NA,NA,"P2228, holes drilled to leak sap, smells like olives",NA,FALSE,A,2019,FALSE
7,7_17,7_17,JP,Julbernardia paniculata,11.7,1.3,8,117,-14.94654704,14.72429501,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_18,7_17,JP,Julbernardia paniculata,11,1.3,8,117,-14.94654704,14.72429501,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_19,7_19,?,NA,13.6,1.3,2.6,118,-14.94653396,14.72428001,S,NA,NA,NA,NA,NA,"P2229, D",FALSE,A,2019,NA
7,7_20,7_19,?,NA,15.8,1.3,2,118,-14.94653396,14.72428001,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,NA
7,7_21,7_21,TB,Terminalia brachystemma,5,1.3,3.6,119,-14.94653204,14.72427498,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_22,7_21,TB,Terminalia brachystemma,4.5,1.3,3.6,118,-14.94653396,14.72428001,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_23,7_23,CC,Combretum collinum,4.6,1.3,4,120,-14.94650899,14.72425997,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_24,7_23,CC,Combretum collinum,4.4,1.3,4,120,-14.94650899,14.72425997,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_25,7_23,CC,Combretum collinum,4.8,1.3,4,120,-14.94650899,14.72425997,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_26,7_23,CC,Combretum collinum,5,1.3,4,120,-14.94650899,14.72425997,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_27,7_27,CH,Combretum hereroense,5,1.3,4.6,121,-14.94648401,14.72429099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_28,7_27,CH,Combretum hereroense,5.2,1.3,4.6,121,-14.94648401,14.72429099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_29,7_27,CH,Combretum hereroense,6.6,1.3,4.6,121,-14.94648401,14.72429099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_30,7_27,CH,Combretum hereroense,6,1.3,4.6,121,-14.94648401,14.72429099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_31,7_27,CH,Combretum hereroense,5.4,1.3,4.6,121,-14.94648401,14.72429099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_32,7_32,Acacia sp.,Acacia sp.,9.4,1.3,6.6,122,-14.94646699,14.72424698,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,SpNotFound
7,7_33,7_32,Acacia sp.,Acacia sp.,10.5,1.3,6.6,122,-14.94646699,14.72424698,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,SpNotFound
7,7_34,7_34,TS,Terminalia sericea,6.8,1.3,4.4,123,-14.94647202,14.724221,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_35,7_35,CC,Combretum collinum,4.2,1.3,3.2,124,-14.94646104,14.72419099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_36,7_35,CC,Combretum collinum,5.4,1.3,3.2,124,-14.94646104,14.72419099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_37,7_37,CC,Combretum collinum,4.3,1.3,3,125,-14.946541,14.72423198,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_38,7_38,CC,Combretum collinum,8,1.3,5,126,-14.94659004,14.72419602,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_39,7_39,CC,Combretum collinum,4.3,1.3,3.6,127,-14.94659498,14.72419099,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_40,7_40,CC,Combretum collinum,7.1,1.3,7.2,128,-14.94656397,14.72428503,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_41,7_40,CC,Combretum collinum,9.3,1.3,7.2,128,-14.94656397,14.72428503,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_42,7_42,TB,Terminalia brachystemma,21,1.2,5.2,129,-14.94662398,14.72434798,S,R,NA,H,NA,P2230-2231,Cut by humans,FALSE,A,2019,FALSE
7,7_43,7_42,TB,Terminalia brachystemma,6.8,1.3,5.2,129,-14.94662398,14.72434798,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_44,7_42,TB,Terminalia brachystemma,6.2,1.3,5.2,129,-14.94662398,14.72434798,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_45,7_42,TB,Terminalia brachystemma,4.3,1.3,5.2,129,-14.94662398,14.72434798,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_46,7_46,TS,Terminalia sericea,9.3,1.3,7.2,130,-14.94665701,14.72427003,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_47,7_46,TS,Terminalia sericea,4.5,1.3,7.2,130,-14.94665701,14.72427003,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_48,7_48,CP,Combretum psidioides,4.8,1.2,3.6,131,-14.94667998,14.72426299,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_49,7_49,CC,Combretum collinum,4.2,1.3,4.2,132,-14.946641,14.72418596,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_50,7_49,CC,Combretum collinum,6.5,1.3,4.2,132,-14.946641,14.72418596,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_51,7_51,SP,Strychnos pungens,5.8,1.3,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_52,7_51,SP,Strychnos pungens,5.6,1.3,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_53,7_51,SP,Strychnos pungens,9.4,1.3,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_54,7_51,SP,Strychnos pungens,11.7,1.3,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_55,7_51,SP,Strychnos pungens,10.8,1.4,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_56,7_51,SP,Strychnos pungens,13.5,1.3,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_57,7_51,SP,Strychnos pungens,12.5,1.3,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_58,7_51,SP,Strychnos pungens,6.9,1.3,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_59,7_51,SP,Strychnos pungens,13,1.4,7.6,133,-14.94675399,14.72425704,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_60,7_60,CC,Combretum collinum,4.2,1.3,3,134,-14.94678902,14.72424497,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_61,7_61,Bridelia mollis,Bridelia mollis,4,1.3,2.2,135,-14.94681601,14.72426098,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_62,7_62,TB,Terminalia brachystemma,5.1,1.3,2.4,136,-14.94680797,14.72428001,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_63,7_63,TS,Terminalia sericea,5.6,1.3,3.8,137,-14.94680302,14.72438604,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_64,7_63,TS,Terminalia sericea,6.1,1.3,3.8,137,-14.94680302,14.72438604,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_65,7_65,CC,Combretum collinum,4.4,1.3,3.6,138,-14.94688902,14.72438503,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_66,7_66,Map,Pseudolachnostylis maprouneifolia,5.5,1.3,3.2,139,-14.94688902,14.72431798,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_67,7_66,Map,Pseudolachnostylis maprouneifolia,6,1.3,3.2,139,-14.94688902,14.72431798,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_68,7_68,JP,Julbernardia paniculata,16.8,1.3,9.2,140,-14.94688097,14.724293,S,NA,NA,NA,NA,"Ringbarked by humans, P2232",NA,FALSE,A,2019,FALSE
7,7_69,7_69,Map,Pseudolachnostylis maprouneifolia,5.7,1.3,3.6,141,-14.94685197,14.724265,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
7,7_70,7_69,Map,Pseudolachnostylis maprouneifolia,4.6,1.3,3.6,141,-14.94685197,14.724265,S,NA,NA,NA,NA,NA,NA,FALSE,A,2019,FALSE
